objectType,objectID,graphType,provenanceHashPresent,rulesetVersionPresent,missingFields,status
edge,edge:231dbed9a2ba0ee5,supports_taxon,True,True,,pass
edge,edge:d31c7e1e6124e9b5,bounded_by,True,True,,pass
edge,edge:4e8bfb7738b8db5d,blocked_by,True,True,,pass
edge,edge:c6de3cfb677d4bbe,blocked_by,True,True,,pass
edge,edge:94e03532dfd09d13,matches_reference,True,True,,pass
edge,edge:0882203eb1155c5f,contains_sequence,True,True,,pass
edge,edge:8e0e73e1ce133e2c,receives_assignment,True,True,,pass
edge,edge:6fdc0ea187991a89,supports_taxon,True,True,,pass
edge,edge:ee027c2a7a388eaf,bounded_by,True,True,,pass
edge,edge:32f164fd31c945e5,blocked_by,True,True,,pass
edge,edge:57f517299047cd12,blocked_by,True,True,,pass
edge,edge:db50982fab79aed9,matches_reference,True,True,,pass
edge,edge:5eead730545929b8,produces_artifact,True,True,,pass
edge,edge:659c452ce7d97bd0,produces_artifact,True,True,,pass
edge,edge:570d3782a9313d03,produces_artifact,True,True,,pass
edge,edge:81633945fd4e207a,produces_artifact,True,True,,pass
edge,edge:390eef5b15a7eec3,produces_artifact,True,True,,pass
edge,edge:6ea15d77853c1d35,produces_artifact,True,True,,pass
edge,edge:6e730325cbc61ccd,produces_artifact,True,True,,pass
edge,edge:aee708910ec17a9b,produces_artifact,True,True,,pass
edge,edge:99963a9918acfd9f,produces_artifact,True,True,,pass
edge,edge:e407f7727c94beec,produces_artifact,True,True,,pass
edge,edge:b13d047d2b55b2c7,produces_artifact,True,True,,pass
edge,edge:2f3c5b17d983a1bd,produces_artifact,True,True,,pass
edge,edge:26d70e5b45a4155b,produces_artifact,True,True,,pass
edge,edge:6a10535377aa4aab,produces_artifact,True,True,,pass
edge,edge:78d4e20f00eec7d6,produces_artifact,True,True,,pass
edge,edge:517547ab1d7cb181,produces_artifact,True,True,,pass
edge,edge:586c613fb905ef8c,produces_artifact,True,True,,pass
edge,edge:dd7a800b1fed34d9,produces_artifact,True,True,,pass
edge,edge:50c3737d552a21a7,produces_artifact,True,True,,pass
edge,edge:77b35bab8ad24c1a,produces_artifact,True,True,,pass
edge,edge:b84b85ca2f5d6a00,produces_artifact,True,True,,pass
edge,edge:d239d89595a5a1dc,produces_artifact,True,True,,pass
edge,edge:dbb71fa8b0ee3dc1,produces_artifact,True,True,,pass
edge,edge:3eec52c6e91a0221,produces_artifact,True,True,,pass
edge,edge:0703a6040fde22cf,produces_artifact,True,True,,pass
edge,edge:a4041cec903a5fab,produces_artifact,True,True,,pass
edge,edge:08473ae0fad590bc,produces_artifact,True,True,,pass
edge,edge:46790612c54bbab9,produces_artifact,True,True,,pass
edge,edge:c900159c43bfbe45,produces_artifact,True,True,,pass
edge,edge:28dfab440013875a,produces_artifact,True,True,,pass
edge,edge:41f799c843cf3504,produces_artifact,True,True,,pass
edge,edge:f04c25c0572f61c0,produces_artifact,True,True,,pass
edge,edge:e61dc21c2690f190,produces_artifact,True,True,,pass
edge,edge:65421e085a9f91da,produces_artifact,True,True,,pass
edge,edge:e6e479200d55b480,produces_artifact,True,True,,pass
edge,edge:197fa922100b861b,produces_artifact,True,True,,pass
edge,edge:d42b3e31106f0574,produces_artifact,True,True,,pass
edge,edge:5df69b36bd0a2400,produces_artifact,True,True,,pass
edge,edge:e9612bc6f76a4071,produces_artifact,True,True,,pass
edge,edge:64f46dd50c1995cb,produces_artifact,True,True,,pass
edge,edge:3238113bc0507735,produces_artifact,True,True,,pass
edge,edge:9d73b0c12aba8f02,produces_artifact,True,True,,pass
edge,edge:b41af23f1180ffe9,produces_artifact,True,True,,pass
edge,edge:cccbb49f0b6718db,produces_artifact,True,True,,pass
edge,edge:5b2436c3c6f50690,produces_artifact,True,True,,pass
edge,edge:5bd203d24ea7a06e,produces_artifact,True,True,,pass
edge,edge:396639e4361ad453,produces_artifact,True,True,,pass
edge,edge:cb20bc41c15b6c7d,produces_artifact,True,True,,pass
edge,edge:38dee091327a2692,produces_artifact,True,True,,pass
edge,edge:e3d64d1434bdccd6,produces_artifact,True,True,,pass
edge,edge:ad213aa4f8142a97,produces_artifact,True,True,,pass
edge,edge:b36a05aad3158411,produces_artifact,True,True,,pass
edge,edge:5aadaab5816e93ea,produces_artifact,True,True,,pass
edge,edge:075ea4efcef219f3,produces_artifact,True,True,,pass
edge,edge:2ca5898d5739aeef,produces_artifact,True,True,,pass
edge,edge:69d664f3194bd75d,produces_artifact,True,True,,pass
edge,edge:7299240b47e2b16d,produces_artifact,True,True,,pass
edge,edge:383df1789cec2f97,produces_artifact,True,True,,pass
edge,edge:476013dad2d16bb0,produces_artifact,True,True,,pass
edge,edge:e93b611fd64f21e2,produces_artifact,True,True,,pass
edge,edge:692290e9c8e97ff4,produces_artifact,True,True,,pass
edge,edge:bb14ded6484036ba,produces_artifact,True,True,,pass
edge,edge:109b60cb11c17a5a,produces_artifact,True,True,,pass
edge,edge:13d888e9fc68593c,produces_artifact,True,True,,pass
edge,edge:d2db3aebe824145c,produces_artifact,True,True,,pass
edge,edge:12c0dbcc03a2897e,produces_artifact,True,True,,pass
edge,edge:f00265c36b36a939,produces_artifact,True,True,,pass
edge,edge:c0c2d28fbe3cba98,produces_artifact,True,True,,pass
edge,edge:8ccfb7f92b7ddb0a,produces_artifact,True,True,,pass
edge,edge:8e8259162efe7b31,produces_artifact,True,True,,pass
edge,edge:486fcf7232fa9772,produces_artifact,True,True,,pass
edge,edge:de6d3cf3d4de6864,produces_artifact,True,True,,pass
edge,edge:aad2ba4f67151d8a,produces_artifact,True,True,,pass
edge,edge:b9d18cf6961b5fec,produces_artifact,True,True,,pass
edge,edge:6a56abbfc506f5ad,produces_artifact,True,True,,pass
edge,edge:98bc1e7667abc9da,produces_artifact,True,True,,pass
edge,edge:07d603531b58c9b2,produces_artifact,True,True,,pass
edge,edge:51643e0d5b8ee2f5,produces_artifact,True,True,,pass
edge,edge:90f3caed52e879e1,produces_artifact,True,True,,pass
edge,edge:5480bf21e6d51ec6,produces_artifact,True,True,,pass
edge,edge:155c1602c4c8c9e2,produces_artifact,True,True,,pass
edge,edge:cda4b7f0033d9329,produces_artifact,True,True,,pass
edge,edge:b25d99505b47e91a,produces_artifact,True,True,,pass
edge,edge:eda49742e244374d,produces_artifact,True,True,,pass
edge,edge:b4c72d54d7938f7e,produces_artifact,True,True,,pass
edge,edge:309a3ef1525097d5,produces_artifact,True,True,,pass
edge,edge:a1004c0defd1d518,produces_artifact,True,True,,pass
edge,edge:374353cd212203fa,produces_artifact,True,True,,pass
edge,edge:c778b1f6ab5a3131,produces_artifact,True,True,,pass
